name,ages,location,id,desc,detail_url,total_open,age_description,time_range_landing_page,date_range_start,date_range_end,date_range,time_range,number,days_of_week
Swim Explorer,At least 6 but less than 8,Earl Armstrong Arena,75707,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75707,16,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,81114,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 8,Earl Armstrong Arena,75708,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75708,16,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,81115,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 8,Earl Armstrong Arena,75701,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75701,16,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,81108,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Sawmill Creek Pool and Cmty Centre,78089,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/78089,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,83496,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Sawmill Creek Pool and Cmty Centre,78091,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/78091,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,83498,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Sawmill Creek Pool and Cmty Centre,78092,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/78092,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,83499,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Sawmill Creek Pool and Cmty Centre,78093,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/78093,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,83500,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Sawmill Creek Pool and Cmty Centre,78083,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/78083,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,83490,"Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Sawmill Creek Pool and Cmty Centre,78099,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/78099,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,83506,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Sawmill Creek Pool and Cmty Centre,78096,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/78096,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,83503,"Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Sawmill Creek Pool and Cmty Centre,78097,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/78097,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,83504,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Sawmill Creek Pool and Cmty Centre,78102,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/78102,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,83509,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Plant Rec Centre,76986,"<div>Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.</div><div><p style=""background:white""><br></p></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/76986,48,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,82393,"Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Plant Rec Centre,76987,"<div>Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.</div><div><p style=""background:white""><br></p></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/76987,48,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,82394,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Plant Rec Centre,76988,"<div>Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.</div><div><p style=""background:white""><br></p></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/76988,48,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,82395,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Plant Rec Centre,76989,"<div>Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.</div><div><p style=""background:white""><br></p></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/76989,48,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,82396,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Plant Rec Centre,76990,"<div>Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.</div><div><p style=""background:white""><br></p></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/76990,48,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,82397,"Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Plant Rec Centre,76991,"<div>Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.</div><div><p style=""background:white""><br></p></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/76991,48,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,82398,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Plant Rec Centre,76992,"<div>Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.</div><div><p style=""background:white""><br></p></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/76992,48,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,82399,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Plant Rec Centre,76993,"<div>Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.</div><div><p style=""background:white""><br></p></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/76993,48,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,82400,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79872,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""182"" style=""border-collapse:   collapse;width:137pt""><tbody><tr height=""20"" style=""height:15.0pt"">    <td height=""20"" class=""xl66"" width=""182"" style=""height: 15pt; width: 137pt; font-size: 11pt; font-family: Calibri, sans-serif;"">Improve your    skills and strokes with daily lessons from the Swim City Program and leisure    swim time. Camp activities each day.</td></tr></tbody></table>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/79872,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,85279,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79869,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""182"" style=""border-collapse:   collapse;width:137pt""><tbody><tr height=""20"" style=""height:15.0pt"">    <td height=""20"" class=""xl66"" width=""182"" style=""height: 15pt; width: 137pt; font-size: 11pt; font-family: Calibri, sans-serif;"">Improve your    skills and strokes with daily lessons from the Swim City Program and leisure    swim time. Camp activities each day.</td></tr></tbody></table>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/79869,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,85276,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79875,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""182"" style=""border-collapse:   collapse;width:137pt""><tbody><tr height=""20"" style=""height:15.0pt"">    <td height=""20"" class=""xl66"" width=""182"" style=""height: 15pt; width: 137pt; font-size: 11pt; font-family: Calibri, sans-serif;"">Improve your    skills and strokes with daily lessons from the Swim City Program and leisure    swim time. Camp activities each day.</td></tr></tbody></table>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/79875,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,85282,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79878,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""182"" style=""border-collapse:   collapse;width:137pt""><tbody><tr height=""20"" style=""height:15.0pt"">    <td height=""20"" class=""xl66"" width=""182"" style=""height: 15pt; width: 137pt; font-size: 11pt; font-family: Calibri, sans-serif;"">Improve your    skills and strokes with daily lessons from the Swim City Program and leisure    swim time. Camp activities each day.</td></tr></tbody></table>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/79878,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,85285,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79882,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""182"" style=""border-collapse:   collapse;width:137pt""><tbody><tr height=""20"" style=""height:15.0pt"">    <td height=""20"" class=""xl66"" width=""182"" style=""height: 15pt; width: 137pt; font-size: 11pt; font-family: Calibri, sans-serif;"">Improve your    skills and strokes with daily lessons from the Swim City Program and leisure    swim time. Camp activities each day.</td></tr></tbody></table>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/79882,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,85289,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 9,Pinecrest Rec Cplx,80544,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/80544,30,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,85951,"Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 9,Pinecrest Rec Cplx,80545,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/80545,30,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,85952,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 9,Pinecrest Rec Cplx,80546,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/80546,30,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,85953,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 9,Pinecrest Rec Cplx,80547,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/80547,30,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,85954,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 9,Pinecrest Rec Cplx,80548,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/80548,30,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,85955,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 9,Pinecrest Rec Cplx,80549,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/80549,20,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,85956,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 9,Pinecrest Rec Cplx,80550,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/80550,20,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,85957,"Mon,Tue,Wed,Thu,Fri"
