name,ages,location,id,desc,detail_url,total_open,age_description,time_range_landing_page,date_range_start,date_range_end,date_range,time_range,number,days_of_week
Drama Adventure,At least 6 but less than 13,Old Town Hall (Kanata),69834,"<div><div><div>Work on acting techniques and character development, through vocal work, script development and basic stage craft. Complemented by daily camp activities and one out-trip throughout the week.</div></div></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/drama-adventure/69834,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,75241,"Mon,Tue,Wed,Thu,Fri"
Drama Adventure,At least 6 but less than 13,CardelRec Cplx (Goulbourn),84999,"<div><div>Work on acting techniques and character development, through vocal work, script development and basic stage craft. Complemented by daily camp activities and one out-trip throughout the week.</div></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/drama-adventure/84999,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,90406,"Mon,Tue,Wed,Thu,Fri"
Drama Adventure,At least 6 but less than 13,CardelRec Cplx (Goulbourn),84997,"<div><div>Work on acting techniques and character development, through vocal work, script development and basic stage craft. Complemented by daily camp activities and one out-trip throughout the week.</div></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/drama-adventure/84997,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,90404,"Mon,Tue,Wed,Thu,Fri"
Drawing and Painting – Virtual,At least 6 but less than 9,"Virtual - Zoom Meeting, link to follow via email",79343,Explore your imagination through drawing and painting! Let your creativity flow as you use different techniques and materials to learn advanced art methods and explore new skills. Requires a personal electronic device with internet connection. Supply kits will be available for pickup before the start of classes.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/drawing-and-painting-virtual/79343,16,"Age at least 6 yrs but less than 9 yrs,",10:00 AM - Noon,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,10:00 AM - Noon,84750,"Mon,Tue,Wed,Thu,Fri"
Drawing – Cartooning and Comics – Child – Virtual,At least 6 but less than 9,"Virtual - Zoom Meeting, link to follow via email",79346,"A young and free imagination can give cartoons personality. Watch characters and comic strips come to life! Taught entirely virtually, draw and animate characters through studying figures, facial expressions, actions, perspective and use specialized illustration techniques. Supply kit available for pick up. Requires a personal electronic device with internet connection.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/drawing-cartooning-and-comics-child-virtual/79346,16,"Age at least 6 yrs but less than 9 yrs,",12:15 PM - 2:15 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,12:15 PM - 2:15 PM,84753,"Mon,Tue,Wed,Thu,Fri"
Engineering and Robotics – Wize Academy,At least 6 but less than 14,Richcraft Rec Complex-Kanata,85054,Begin with hands on building with LEGO® WeDo. Program three to five bots through the week. Debug real time bots applying the concepts learnt in class and then transition into the world of the electrical,https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-wize-academy/85054,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,12:30 PM - 4:00 PM,90461,"Mon,Tue,Wed,Thu,Fri"
Engineering and Robotics – Wize Academy,At least 6 but less than 14,Huntley Cmty Centre,81973,Begin with hands  on building with LEGO® WeDo. Program three to five bots through the week. Debug  real time bots applying the concepts learnt in class and then transition into  the world of the electrical and robotics with LEGO® Wedo. Camp offered in  collaboration with Wize Academy.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-wize-academy/81973,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,12:30 PM - 4:00 PM,87380,"Mon,Tue,Wed,Thu,Fri"
Engineering and Robotics – Wize Academy,At least 6 but less than 14,Exact Barrhaven School Location TBC when permits are issued.,78788,"<font face=""Calibri, sans-serif"">Design, create and program robots through the week and debug real time applying the concepts learnt in class and then transition into the world of the electrical engineering & robotics with LEGO WeDo/Ev3/Spike. Great class for engineers of tomorrow! Camp offered in collaboration with Wize Academy.</font>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-wize-academy/78788,20,"Age at least 6 yrs but less than 14 yrs,",9:00 AM - 12:30 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,9:00 AM - 12:30 PM,84195,"Mon,Tue,Wed,Thu,Fri"
Engineering and Robotics – Wize Academy,At least 6 but less than 14,Exact Barrhaven School Location TBC when permits are issued.,78695,"<font face=""Calibri, sans-serif"">Design, create and program robots through the week and debug real time applying the concepts learnt in class and then transition into the world of the electrical engineering & robotics with LEGO WeDo/Ev3/Spike. Great class for engineers of tomorrow! Camp offered in collaboration with Wize Academy.</font>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-wize-academy/78695,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,12:30 PM - 4:00 PM,84102,"Mon,Tue,Wed,Thu,Fri"
Engineering and Robotics – Wize Academy,At least 6 but less than 14,Bridlewood Cmty Elementary School,73779,Begin with hands  on building with LEGO® WeDo. Program three to five bots through the week. Debug  real time bots applying the concepts learnt in class and then transition into  the world of the electrical and robotics with LEGO® Wedo. Camp offered in  collaboration with Wize Academy.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-wize-academy/73779,20,"Age at least 6 yrs but less than 14 yrs,",9:00 AM - 12:30 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,9:00 AM - 12:30 PM,79186,"Tue,Wed,Thu,Fri"
Engineering and Robotics – Wize Academy,At least 6 but less than 14,Bridlewood Cmty Elementary School,73868,Begin with hands  on building with LEGO® WeDo. Program three to five bots through the week. Debug  real time bots applying the concepts learnt in class and then transition into  the world of the electrical and robotics with LEGO® Wedo. Camp offered in  collaboration with Wize Academy.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-wize-academy/73868,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,12:30 PM - 4:00 PM,79275,"Tue,Wed,Thu,Fri"
Engineering and Robotics: First Lego® League – Wize Academy,At least 6 but less than 14,Bridlewood Cmty Elementary School,73825,Begin with hands-on building with Eve. Program three to five bots through the week. Debug real time bots applying the concepts learned in class and then transition into the world of the electrical engineering robotics Great class for engineers of tomorrow. Camp offered in collaboration with Wize Academy.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-first-lego-league-wize-academy/73825,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,12:30 PM - 4:00 PM,79232,"Mon,Tue,Wed,Thu,Fri"
Engineering and Robotics: First Lego® League – Wize Academy,At least 6 but less than 14,Exact Barrhaven School Location TBC when permits are issued.,78777,"<font face=""Calibri, sans-serif"">Begin with hands-on building with Eve. Program three to five bots through the week. Debug real time bots applying the concepts learned in class and then transition into the world of the electrical engineering robotics Great class for engineers of tomorrow. Camp offered in collaboration with Wize Academy.</font>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-first-lego-league-wize-academy/78777,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,12:30 PM - 4:00 PM,84184,"Mon,Tue,Wed,Thu,Fri"
Engineering and Robotics: First Lego® League – Wize Academy,At least 6 but less than 14,Huntley Cmty Centre,81871,Begin with hands-on building with Eve. Program three to five bots through the week. Debug real time bots applying the concepts learned in class and then transition into the world of the electrical engineering robotics Great class for engineers of tomorrow. Camp offered in collaboration with Wize Academy.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-first-lego-league-wize-academy/81871,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,12:30 PM - 4:00 PM,87278,"Tue,Wed,Thu,Fri"
Engineering and Robotics: First Lego® League – Wize Academy,At least 6 but less than 14,Huntley Cmty Centre,81867,Begin with hands-on building with Eve. Program three to five bots through the week. Debug real time bots applying the concepts learned in class and then transition into the world of the electrical engineering robotics Great class for engineers of tomorrow. Camp offered in collaboration with Wize Academy.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-first-lego-league-wize-academy/81867,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,12:30 PM - 4:00 PM,87274,"Mon,Tue,Wed,Thu,Fri"
Engineering and Robotics: First Lego® League – Wize Academy,At least 6 but less than 14,"Tanglewood Community Building, 30 Woodfield",82566,"<font face=""Calibri, sans-serif"">Begin with hands-on building with Eve. Program three to five bots through the week. Debug real time bots applying the concepts learned in class and then transition into the world of the electrical engineering robotics Great class for engineers of tomorrow. Camp offered in collaboration with Wize Academy.</font>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-first-lego-league-wize-academy/82566,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-07-22,2024-07-25,22 July 2024 to 25 July 2024,12:30 PM - 4:00 PM,87973,"Mon,Tue,Wed,Thu"
Engineering and Robotics: First Lego® League – Wize Academy,At least 6 but less than 14,"Tanglewood Community Building, 30 Woodfield",82543,"<font face=""Calibri, sans-serif"">Begin with hands-on building with Eve. Program three to five bots through the week. Debug real time bots applying the concepts learned in class and then transition into the world of the electrical engineering robotics Great class for engineers of tomorrow. Camp offered in collaboration with Wize Academy.</font>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-first-lego-league-wize-academy/82543,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-07-08,2024-07-11,8 July 2024 to 11 July 2024,12:30 PM - 4:00 PM,87950,"Mon,Tue,Wed,Thu"
Engineering and Robotics: First Lego® League – Wize Academy,At least 6 but less than 14,Richcraft Rec Complex-Kanata,85027,Begin with hands-on building with Eve. Program three to five bots through the week. Debug real time bots applying the concepts learned in class and then transition into the world of the electrical engineering robotics Great class for engineers of tomorrow. Camp offered in collaboration with Wize Academy.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/engineering-and-robotics-first-lego-league-wize-academy/85027,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,12:30 PM - 4:00 PM,90434,"Tue,Wed,Thu,Fri"
Enquêtes criminelles,At least 6 but less than 13,Richelieu-Vanier Cmty Centre,78588,"Cherchez des éléments de preuve, rassemblez des  indices et découvrez comment la science peut aider à résoudre un mystère.  Apprenez à penser comme un détective et à expérimenter comme un expert en  criminalistique.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/enqu-tes-criminelles/78588,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,83995,"Mon,Tue,Wed,Thu,Fri"
Enquêtes criminelles et aventure,At least 6 but less than 13,South Fallingbrook Cmty Centre,75912,"Cherche des preuves, trouve des indices et découvre comment les sciences peuvent aider à résoudre un mystère. Apprends à penser comme un détective et fais des expériences en te mettant dans la peau d’un expert judiciaire. Une excursion est prévue pendant la semaine.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/enqu-tes-criminelles-et-aventure/75912,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,81319,"Mon,Tue,Wed,Thu,Fri"
Escape Adventure,At least 6 but less than 13,Pat Clark Cmty Centre,69203,"<div>As a team, plan, develop and build your escape room then put it to the test. Can you escape?</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/escape-adventure/69203,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,74610,"Tue,Wed,Thu,Fri"
Escape adventure,At least 6 but less than 13,Routhier Cmty Centre,84851,"As a team, plan, develop and build your escape room then put it to the test. Can you escape?",https://ca.apm.activecommunities.com/ottawa/Activity_Search/escape-adventure/84851,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,90258,"Mon,Tue,Wed,Thu,Fri"
Fortnite® Adventure,At least 6 but less than 13,South Fallingbrook Cmty Centre,75895,"Learn basic construction skills: shelter building, knots, maps and compass and more. Defend your territory and challenge your enemies in NERF® battles! This is not a technology camp, includes an out-trip.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fortnite-adventure/75895,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,81302,"Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Ron Kolbus Lakeside Centre,81925,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/81925,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,87332,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Ron Kolbus Lakeside Centre,81927,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/81927,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,87334,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Ron Kolbus Lakeside Centre,81928,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/81928,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,87335,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Ron Kolbus Lakeside Centre,81929,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/81929,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,87336,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Ron Kolbus Lakeside Centre,81931,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/81931,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,87338,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Ron Kolbus Lakeside Centre,81932,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/81932,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,87339,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Ron Kolbus Lakeside Centre,81912,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/81912,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,87319,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Greely Cmty Centre,71080,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/71080,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,76487,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Greely Cmty Centre,71082,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/71082,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,76489,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Greely Cmty Centre,71083,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/71083,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,76490,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Greely Cmty Centre,71084,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/71084,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,76491,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Greely Cmty Centre,71085,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/71085,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,76492,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Greely Cmty Centre,71086,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/71086,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,76493,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Adventure,At least 4 but less than 6,Greely Cmty Centre,71087,"Arts and crafts, games, sports, special events, outdoor activities, and an out-trip or special guest.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-adventure/71087,16,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,76494,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Energy,At least 4 but less than 6,Richcraft Rec Complex-Kanata,84198,"<div><div>Arts and crafts, games, sports, special events, and outdoor activities.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-energy/84198,24,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,89605,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Energy,At least 4 but less than 6,Richcraft Rec Complex-Kanata,84194,"<div><div>Arts and crafts, games, sports, special events, and outdoor activities.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-energy/84194,24,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,89601,"Tue,Wed,Thu,Fri"
Fun and Friends Energy,At least 4 but less than 6,Richcraft Rec Complex-Kanata,84206,"<div><div>Arts and crafts, games, sports, special events, and outdoor activities.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-energy/84206,24,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,89613,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Energy,At least 4 but less than 6,Richcraft Rec Complex-Kanata,84207,"<div><div>Arts and crafts, games, sports, special events, and outdoor activities.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-energy/84207,24,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,89614,"Tue,Wed,Thu,Fri"
Fun and Friends Energy,At least 4 but less than 6,Richcraft Rec Complex-Kanata,84208,"<div><div>Arts and crafts, games, sports, special events, and outdoor activities.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-energy/84208,24,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,89615,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Energy,At least 4 but less than 6,Richcraft Rec Complex-Kanata,84209,"<div><div>Arts and crafts, games, sports, special events, and outdoor activities.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-energy/84209,24,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,89616,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Energy,At least 4 but less than 6,Richcraft Rec Complex-Kanata,84202,"<div><div>Arts and crafts, games, sports, special events, and outdoor activities.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-energy/84202,24,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,89609,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Energy,At least 4 but less than 6,Richcraft Rec Complex-Kanata,84204,"<div><div>Arts and crafts, games, sports, special events, and outdoor activities.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-energy/84204,24,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,89611,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Energy,At least 4 but less than 6,Richcraft Rec Complex-Kanata,84211,"<div><div>Arts and crafts, games, sports, special events, and outdoor activities.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-energy/84211,24,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,89618,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Energy,At least 4 but less than 6,Chapman Mills Cmty Building,78911,"Arts and crafts, games, sports, special events, and outdoor activities.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-energy/78911,26,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,84318,"Mon,Tue,Wed,Thu,Fri"
Fun and Friends Energy,At least 4 but less than 6,Chapman Mills Cmty Building,78914,"Arts and crafts, games, sports, special events, and outdoor activities.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/fun-and-friends-energy/78914,26,"Age at least 4 yrs but less than 6 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,84321,"Mon,Tue,Wed,Thu,Fri"
Game Design and Development with Roblox® – Wize Academy,At least 6 but less than 14,Huntley Cmty Centre,81890,"<div>Video game design is comprised of many different technical and abstract components and in this program, children will learn basic Lua programming while they develop a game project. We provide a constructive and safe space for students to learn and apply the same concepts that real life programmers and game designers use to create video games. As your child codes and taps into their critical thinking skills, they’ll be able to see the results of their programming by watching their game transform. Camp offered in collaboration with Wize Academy.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/game-design-and-development-with-roblox-wize-academy/81890,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,12:30 PM - 4:00 PM,87297,"Mon,Tue,Wed,Thu,Fri"
Game Design and Development with Roblox® – Wize Academy,At least 6 but less than 14,Huntley Cmty Centre,81892,"<div>Video game design is comprised of many different technical and abstract components and in this program, children will learn basic Lua programming while they develop a game project. We provide a constructive and safe space for students to learn and apply the same concepts that real life programmers and game designers use to create video games. As your child codes and taps into their critical thinking skills, they’ll be able to see the results of their programming by watching their game transform. Camp offered in collaboration with Wize Academy.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/game-design-and-development-with-roblox-wize-academy/81892,20,"Age at least 6 yrs but less than 14 yrs,",9:00 AM - 12:30 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,9:00 AM - 12:30 PM,87299,"Mon,Tue,Wed,Thu,Fri"
Game Design and Development with Roblox® – Wize Academy,At least 6 but less than 14,"Tanglewood Community Building, 30 Woodfield",82594,"<font face=""Calibri, sans-serif"">Video game design is comprised of many different technical and abstract components and in this program, children will learn basic Lua programming while they develop a game project. We provide a constructive and safe space for students to learn and apply the same concepts that real life programmers and game designers use to create video games. As your child codes and taps into their critical thinking skills, they’ll be able to see the results of their programming by watching their game transform. Camp offered in collaboration with Wize Academy.</font>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/game-design-and-development-with-roblox-wize-academy/82594,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-07-29,2024-08-01,29 July 2024 to 1 August 2024,12:30 PM - 4:00 PM,88001,"Mon,Tue,Wed,Thu"
Game Design and Development with Roblox® – Wize Academy,At least 6 but less than 14,Richcraft Rec Complex-Kanata,85056,"Video game design is comprised of many different technical and abstract components and in this program, children will learn basic Lua programming while they develop a game project. We provide a constructive and safe space for students to learn and apply the same concepts that real life programmers and game designers use to create video games. As your child codes and taps into their critical thinking skills, they’ll be able to see the results of their programming by watching their game transform. Camp offered in collaboration with Wize Academy.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/game-design-and-development-with-roblox-wize-academy/85056,20,"Age at least 6 yrs but less than 14 yrs,",9:00 AM - 12:30 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,9:00 AM - 12:30 PM,90463,"Mon,Tue,Wed,Thu,Fri"
